,Unnamed: 0,word,sentiment,lexicon,score,part
719,720,emir,positive,nrc,,NN
720,721,empathy,positive,nrc,,NN
721,722,empower,positive,nrc,,NN
722,723,emulate,positive,nrc,,NN
723,724,enable,positive,nrc,,JJ
724,725,enablement,positive,nrc,,NN
725,726,enchant,positive,nrc,,NN
726,727,enchanted,positive,nrc,,VBN
727,728,enchanting,positive,nrc,,VBG
728,729,encore,positive,nrc,,NN
729,730,encourage,positive,nrc,,NN
730,731,encouragement,positive,nrc,,NN
731,732,encyclopedia,positive,nrc,,NN
732,733,endeavor,positive,nrc,,NN
733,734,endless,positive,nrc,,NN
734,735,endow,positive,nrc,,NN
735,736,endowed,positive,nrc,,VBN
736,737,endowment,positive,nrc,,NN
737,738,endurance,positive,nrc,,NN
738,739,endure,positive,nrc,,NN
739,740,energetic,positive,nrc,,JJ
740,741,enforce,positive,nrc,,NN
741,742,engaged,positive,nrc,,VBN
742,743,engaging,positive,nrc,,VBG
743,744,enhance,positive,nrc,,NN
744,745,enjoy,positive,nrc,,NN
745,746,enjoying,positive,nrc,,VBG
746,747,enlighten,positive,nrc,,VB
747,748,enlightenment,positive,nrc,,NN
748,749,enliven,positive,nrc,,RB
749,750,enrich,positive,nrc,,NN
750,751,ensemble,positive,nrc,,JJ
751,752,ensign,positive,nrc,,NN
752,753,enterprising,positive,nrc,,VBG
753,754,entertain,positive,nrc,,NN
754,755,entertained,positive,nrc,,VBN
755,756,entertaining,positive,nrc,,VBG
756,757,entertainment,positive,nrc,,NN
757,758,enthusiasm,positive,nrc,,NN
758,759,enthusiast,positive,nrc,,NN
759,760,environ,positive,nrc,,NN
760,761,ephemeris,positive,nrc,,NN
761,762,epic,positive,nrc,,NN
762,763,epitome,positive,nrc,,NN
763,764,equality,positive,nrc,,NN
764,765,equally,positive,nrc,,RB
765,766,equilibrium,positive,nrc,,NN
766,767,equity,positive,nrc,,NN
767,768,erotic,positive,nrc,,JJ
768,769,errand,positive,nrc,,NN
769,770,erudite,positive,nrc,,NN
770,771,escape,positive,nrc,,NN
771,772,esprit,positive,nrc,,NN
772,773,essential,positive,nrc,,JJ
773,774,established,positive,nrc,,VBN
774,775,esteem,positive,nrc,,NN
775,776,esthetic,positive,nrc,,JJ
776,777,ethical,positive,nrc,,JJ
777,778,ethics,positive,nrc,,NNS
778,779,evergreen,positive,nrc,,NN
779,780,everlasting,positive,nrc,,VBG
780,781,evident,positive,nrc,,NN
781,782,evolution,positive,nrc,,NN
782,783,exalt,positive,nrc,,NN
783,784,exaltation,positive,nrc,,NN
784,785,exalted,positive,nrc,,VBN
785,786,exceed,positive,nrc,,NN
786,787,excel,positive,nrc,,NN
787,788,excellence,positive,nrc,,NN
788,789,excellent,positive,nrc,,NN
789,790,exchange,positive,nrc,,NN
790,791,excitable,positive,nrc,,JJ
791,792,excitation,positive,nrc,,NN
792,793,excite,positive,nrc,,NN
793,794,excited,positive,nrc,,VBN
794,795,excitement,positive,nrc,,NN
795,796,exciting,positive,nrc,,VBG
796,797,exemplary,positive,nrc,,JJ
797,798,exemption,positive,nrc,,NN
798,799,exhilaration,positive,nrc,,NN
799,800,exhort,positive,nrc,,NN
800,801,exhortation,positive,nrc,,NN
801,802,existence,positive,nrc,,NN
802,803,exotic,positive,nrc,,JJ
803,804,expect,positive,nrc,,VB
804,805,expectation,positive,nrc,,NN
805,806,expedient,positive,nrc,,NN
806,807,expedition,positive,nrc,,NN
807,808,experienced,positive,nrc,,JJ
808,809,expert,positive,nrc,,NN
809,810,expertise,positive,nrc,,NN
810,811,explain,positive,nrc,,NN
811,812,exquisite,positive,nrc,,NN
812,813,exquisitely,positive,nrc,,RB
813,814,extend,positive,nrc,,NN
814,815,extensive,positive,nrc,,JJ
815,816,extra,positive,nrc,,JJ
816,817,extraordinary,positive,nrc,,JJ
817,818,extricate,positive,nrc,,NN
818,819,exuberance,positive,nrc,,NN
819,820,facilitate,positive,nrc,,NN
820,821,facts,positive,nrc,,NNS
821,822,faculty,positive,nrc,,NN
822,823,fain,positive,nrc,,NN
823,824,fair,positive,nrc,,NN
824,825,fairly,positive,nrc,,RB
825,826,faith,positive,nrc,,NN
826,827,faithful,positive,nrc,,NN
827,828,fame,positive,nrc,,NN
828,829,familiar,positive,nrc,,JJ
829,830,familiarity,positive,nrc,,NN
830,831,famous,positive,nrc,,JJ
831,832,famously,positive,nrc,,RB
832,833,fancy,positive,nrc,,NN
833,834,fanfare,positive,nrc,,NN
834,835,fascinating,positive,nrc,,VBG
835,836,fascination,positive,nrc,,NN
836,837,fashionable,positive,nrc,,JJ
837,838,faultless,positive,nrc,,NN
838,839,favorable,positive,nrc,,JJ
839,840,favorite,positive,nrc,,NN
840,841,favoritism,positive,nrc,,NN
841,842,fearless,positive,nrc,,NN
842,843,feat,positive,nrc,,NN
843,844,feature,positive,nrc,,NN
844,845,feeling,positive,nrc,,VBG
845,846,felicity,positive,nrc,,NN
846,847,fellow,positive,nrc,,NN
847,848,fellowship,positive,nrc,,NN
848,849,female,positive,nrc,,NN
849,850,fertile,positive,nrc,,NN
850,851,fervor,positive,nrc,,NN
851,852,festival,positive,nrc,,NN
852,853,festive,positive,nrc,,JJ
853,854,fete,positive,nrc,,NN
854,855,fidelity,positive,nrc,,NN
855,856,fiesta,positive,nrc,,NN
856,857,finally,positive,nrc,,RB
857,858,finery,positive,nrc,,NN
858,859,finesse,positive,nrc,,NN
859,860,fireball,positive,nrc,,NN
860,861,fireproof,positive,nrc,,NN
861,862,firmness,positive,nrc,,NN
862,863,firstborn,positive,nrc,,NN
863,864,fitting,positive,nrc,,NN
864,865,fixture,positive,nrc,,NN
865,866,flattering,positive,nrc,,VBG
866,867,fleet,positive,nrc,,NN
867,868,flexibility,positive,nrc,,NN
868,869,flirt,positive,nrc,,NN
869,870,floral,positive,nrc,,JJ
870,871,flow,positive,nrc,,NN
871,872,flowery,positive,nrc,,NN
872,873,flush,positive,nrc,,NN
873,874,flying,positive,nrc,,VBG
874,875,focus,positive,nrc,,NN
875,876,fondness,positive,nrc,,NN
876,877,food,positive,nrc,,NN
877,878,football,positive,nrc,,NN
878,879,forbearance,positive,nrc,,NN
879,880,fore,positive,nrc,,NN
880,881,forefathers,positive,nrc,,NNS
881,882,foregoing,positive,nrc,,VBG
882,883,foreman,positive,nrc,,NN
883,884,forerunner,positive,nrc,,NN
884,885,foresee,positive,nrc,,NN
885,886,foreseen,positive,nrc,,NN
886,887,foresight,positive,nrc,,NN
887,888,forge,positive,nrc,,NN
888,889,forgive,positive,nrc,,JJ
889,890,forgiven,positive,nrc,,RB
890,891,forgiving,positive,nrc,,VBG
891,892,formative,positive,nrc,,JJ
892,893,formula,positive,nrc,,NN
893,894,forte,positive,nrc,,NN
894,895,forthcoming,positive,nrc,,VBG
895,896,fortify,positive,nrc,,NN
896,897,fortitude,positive,nrc,,NN
897,898,fortress,positive,nrc,,NN
898,899,fortunate,positive,nrc,,NN
899,900,fortune,positive,nrc,,NN
900,901,forward,positive,nrc,,RB
901,902,found,positive,nrc,,NN
902,903,foundation,positive,nrc,,NN
903,904,fragrant,positive,nrc,,NN
904,905,frank,positive,nrc,,NN
905,906,frankness,positive,nrc,,NN
906,907,fraternal,positive,nrc,,JJ
907,908,freedom,positive,nrc,,NN
908,909,freely,positive,nrc,,RB
909,910,friend,positive,nrc,,NN
910,911,friendliness,positive,nrc,,NN
911,912,friendly,positive,nrc,,RB
912,913,friendship,positive,nrc,,NN
913,914,frisky,positive,nrc,,NN
914,915,frolic,positive,nrc,,NN
915,916,frugal,positive,nrc,,NN
916,917,fruitful,positive,nrc,,NN
917,918,fulfill,positive,nrc,,NN
918,919,fulfillment,positive,nrc,,NN
919,920,full,positive,nrc,,JJ
920,921,fully,positive,nrc,,RB
921,922,fun,positive,nrc,,NN
922,923,fundamental,positive,nrc,,JJ
923,924,fuse,positive,nrc,,NN
924,925,fusion,positive,nrc,,NN
925,926,gain,positive,nrc,,NN
926,927,gaining,positive,nrc,,VBG
927,928,gallant,positive,nrc,,NN
928,929,gallantry,positive,nrc,,NN
929,930,galore,positive,nrc,,NN
930,931,garden,positive,nrc,,NN
931,932,garnet,positive,nrc,,NN
932,933,garrison,positive,nrc,,NN
933,934,gazette,positive,nrc,,NN
934,935,gear,positive,nrc,,NN
935,936,gem,positive,nrc,,NN
936,937,general,positive,nrc,,JJ
937,938,generosity,positive,nrc,,NN
938,939,generous,positive,nrc,,JJ
939,940,genial,positive,nrc,,NN
940,941,genius,positive,nrc,,NN
941,942,genteel,positive,nrc,,NN
942,943,gentleman,positive,nrc,,NN
943,944,gentleness,positive,nrc,,NN
944,945,gentry,positive,nrc,,NN
945,946,genuine,positive,nrc,,NN
946,947,geranium,positive,nrc,,NN
947,948,gift,positive,nrc,,NN
948,949,gifted,positive,nrc,,VBN
949,950,gigantic,positive,nrc,,JJ
950,951,giggle,positive,nrc,,NN
951,952,girder,positive,nrc,,NN
952,953,giving,positive,nrc,,VBG
953,954,glad,positive,nrc,,NN
954,955,gladness,positive,nrc,,NN
955,956,glee,positive,nrc,,NN
956,957,glide,positive,nrc,,NN
957,958,glimmer,positive,nrc,,NN
958,959,glittering,positive,nrc,,VBG
959,960,glorification,positive,nrc,,NN
960,961,glorify,positive,nrc,,NN
961,962,glory,positive,nrc,,NN
962,963,gloss,positive,nrc,,NN
963,964,glow,positive,nrc,,NN
964,965,glowing,positive,nrc,,VBG
965,966,god,positive,nrc,,NN
966,967,godly,positive,nrc,,RB
967,968,godsend,positive,nrc,,NN
968,969,gold,positive,nrc,,NN
969,970,good,positive,nrc,,JJ
970,971,goodly,positive,nrc,,RB
971,972,goodness,positive,nrc,,NN
972,973,goods,positive,nrc,,NNS
973,974,goodwill,positive,nrc,,NN
974,975,gorgeous,positive,nrc,,JJ
975,976,gospel,positive,nrc,,NN
976,977,govern,positive,nrc,,NN
977,978,grace,positive,nrc,,NN
978,979,graceful,positive,nrc,,NN
979,980,gracious,positive,nrc,,JJ
980,981,graciously,positive,nrc,,RB
981,982,graduation,positive,nrc,,NN
982,983,grandchildren,positive,nrc,,NNS
983,984,grandeur,positive,nrc,,NN
984,985,grandmother,positive,nrc,,NN
985,986,grant,positive,nrc,,NN
986,987,granted,positive,nrc,,VBN
987,988,grateful,positive,nrc,,NN
988,989,gratify,positive,nrc,,NN
989,990,gratitude,positive,nrc,,NN
990,991,greater,positive,nrc,,JJR
991,992,greatness,positive,nrc,,NN
992,993,green,positive,nrc,,JJ
993,994,greeting,positive,nrc,,VBG
994,995,gregarious,positive,nrc,,JJ
995,996,grin,positive,nrc,,NN
996,997,grist,positive,nrc,,NN
997,998,grit,positive,nrc,,NN
998,999,groundwork,positive,nrc,,NN
999,1000,grow,positive,nrc,,NN
1000,1001,growth,positive,nrc,,NN
1001,1002,guarantee,positive,nrc,,NN
1002,1003,guard,positive,nrc,,NN
1003,1004,guardian,positive,nrc,,NN
1004,1005,guardianship,positive,nrc,,NN
1005,1006,gubernatorial,positive,nrc,,JJ
1006,1007,guidance,positive,nrc,,NN
1007,1008,guide,positive,nrc,,NN
1008,1009,guidebook,positive,nrc,,NN
1009,1010,guru,positive,nrc,,NN
1010,1011,guts,positive,nrc,,NNS
1011,1012,gymnast,positive,nrc,,NN
1012,1013,habitat,positive,nrc,,NN
1013,1014,hail,positive,nrc,,NN
1014,1015,hale,positive,nrc,,NN
1015,1016,handy,positive,nrc,,NN
1016,1017,happily,positive,nrc,,RB
1017,1018,happiness,positive,nrc,,NN
1018,1019,happy,positive,nrc,,JJ
1019,1020,hardy,positive,nrc,,NN
1020,1021,harmoniously,positive,nrc,,RB
1021,1022,harmony,positive,nrc,,NN
1022,1023,harvest,positive,nrc,,NN
1023,1024,haven,positive,nrc,,NN
1024,1025,headway,positive,nrc,,NN
1025,1026,heal,positive,nrc,,NN
1026,1027,healing,positive,nrc,,VBG
1027,1028,healthful,positive,nrc,,NN
1028,1029,healthy,positive,nrc,,JJ
1029,1030,heartfelt,positive,nrc,,NN
1030,1031,hearth,positive,nrc,,NN
1031,1032,heartily,positive,nrc,,RB
1032,1033,heavenly,positive,nrc,,RB
1033,1034,heavens,positive,nrc,,NNS
1034,1035,hedonism,positive,nrc,,NN
1035,1036,heft,positive,nrc,,NN
1036,1037,helmet,positive,nrc,,NN
1037,1038,helper,positive,nrc,,NN
1038,1039,helpful,positive,nrc,,NN
1039,1040,herbal,positive,nrc,,NN
1040,1041,hero,positive,nrc,,NN
1041,1042,heroic,positive,nrc,,NN
1042,1043,heroics,positive,nrc,,NNS
1043,1044,heroine,positive,nrc,,NN
1044,1045,heroism,positive,nrc,,NN
1045,1046,heyday,positive,nrc,,NN
1046,1047,highest,positive,nrc,,JJS
1047,1048,hilarious,positive,nrc,,JJ
1048,1049,hilarity,positive,nrc,,NN
1049,1050,hire,positive,nrc,,NN
1050,1051,hobby,positive,nrc,,NN
1051,1052,holiday,positive,nrc,,NN
1052,1053,holiness,positive,nrc,,NN
1053,1054,holy,positive,nrc,,NN
1054,1055,homage,positive,nrc,,NN
1055,1056,homology,positive,nrc,,NN
1056,1057,honest,positive,nrc,,NN
1057,1058,honesty,positive,nrc,,NN
1058,1059,honey,positive,nrc,,NN
1059,1060,honeymoon,positive,nrc,,NN
1060,1061,honor,positive,nrc,,NN
1061,1062,honorable,positive,nrc,,JJ
1062,1063,hope,positive,nrc,,NN
1063,1064,hopeful,positive,nrc,,NN
1064,1065,horizon,positive,nrc,,NN
1065,1066,hospitality,positive,nrc,,NN
1066,1067,household,positive,nrc,,NN
1067,1068,housekeeping,positive,nrc,,VBG
1068,1069,hug,positive,nrc,,NN
1069,1070,humane,positive,nrc,,NN
1070,1071,humanitarian,positive,nrc,,JJ
1071,1072,humanity,positive,nrc,,NN
1072,1073,humble,positive,nrc,,JJ
1073,1074,humbled,positive,nrc,,VBN
1074,1075,humbly,positive,nrc,,RB
1075,1076,humility,positive,nrc,,NN
1076,1077,humorist,positive,nrc,,NN
1077,1078,humorous,positive,nrc,,JJ
1078,1079,hurrah,positive,nrc,,NN
1079,1080,husbandry,positive,nrc,,NN
1080,1081,hush,positive,nrc,,NN
1081,1082,hut,positive,nrc,,NN
1082,1083,hygienic,positive,nrc,,NN
1083,1084,hymn,positive,nrc,,NN
1084,1085,idealism,positive,nrc,,NN
1085,1086,idol,positive,nrc,,NN
1086,1087,illuminate,positive,nrc,,NN
1087,1088,illumination,positive,nrc,,NN
1088,1089,illustrate,positive,nrc,,NN
1089,1090,illustrious,positive,nrc,,JJ
1090,1091,imaginative,positive,nrc,,JJ
1091,1092,immaculate,positive,nrc,,NN
1092,1093,immediately,positive,nrc,,RB
1093,1094,immense,positive,nrc,,NN
1094,1095,immerse,positive,nrc,,NN
1095,1096,immortal,positive,nrc,,NN
1096,1097,immovable,positive,nrc,,JJ
1097,1098,impart,positive,nrc,,NN
1098,1099,impartial,positive,nrc,,JJ
1099,1100,impartiality,positive,nrc,,NN
1100,1101,impeccable,positive,nrc,,JJ
1101,1102,impervious,positive,nrc,,JJ
1102,1103,importance,positive,nrc,,NN
1103,1104,important,positive,nrc,,JJ
1104,1105,impress,positive,nrc,,NN
1105,1106,impression,positive,nrc,,NN
1106,1107,improve,positive,nrc,,VB
1107,1108,improved,positive,nrc,,VBN
1108,1109,improvement,positive,nrc,,NN
1109,1110,improving,positive,nrc,,VBG
1110,1111,improvise,positive,nrc,,NN
1111,1112,inalienable,positive,nrc,,JJ
1112,1113,inauguration,positive,nrc,,NN
1113,1114,incisive,positive,nrc,,JJ
1114,1115,include,positive,nrc,,NN
1115,1116,included,positive,nrc,,VBD
1116,1117,including,positive,nrc,,VBG
1117,1118,inclusive,positive,nrc,,JJ
1118,1119,income,positive,nrc,,NN
1119,1120,increase,positive,nrc,,NN
1120,1121,indelible,positive,nrc,,JJ
1121,1122,indemnity,positive,nrc,,NN
1122,1123,independence,positive,nrc,,NN
1123,1124,indestructible,positive,nrc,,JJ
1124,1125,individuality,positive,nrc,,NN
1125,1126,indomitable,positive,nrc,,JJ
1126,1127,ineffable,positive,nrc,,JJ
1127,1128,inexpensive,positive,nrc,,JJ
1128,1129,infallible,positive,nrc,,JJ
1129,1130,infant,positive,nrc,,NN
1130,1131,infiltration,positive,nrc,,NN
1131,1132,infinite,positive,nrc,,NN
1132,1133,infinity,positive,nrc,,NN
1133,1134,influence,positive,nrc,,NN
1134,1135,influential,positive,nrc,,JJ
1135,1136,information,positive,nrc,,NN
1136,1137,ingenious,positive,nrc,,JJ
1137,1138,inheritance,positive,nrc,,NN
1138,1139,inimitable,positive,nrc,,JJ
1139,1140,innocence,positive,nrc,,NN
1140,1141,innocent,positive,nrc,,NN
1141,1142,innocently,positive,nrc,,RB
1142,1143,innocuous,positive,nrc,,JJ
1143,1144,innovate,positive,nrc,,NN
1144,1145,innovation,positive,nrc,,NN
1145,1146,inquirer,positive,nrc,,NN
1146,1147,inquiry,positive,nrc,,NN
1147,1148,inquisitive,positive,nrc,,JJ
1148,1149,inseparable,positive,nrc,,JJ
1149,1150,insignia,positive,nrc,,NN
1150,1151,inspector,positive,nrc,,NN
1151,1152,inspiration,positive,nrc,,NN
1152,1153,inspire,positive,nrc,,NN
1153,1154,inspired,positive,nrc,,VBN
1154,1155,instinctive,positive,nrc,,JJ
1155,1156,instruct,positive,nrc,,NN
1156,1157,instruction,positive,nrc,,NN
1157,1158,instructor,positive,nrc,,NN
1158,1159,instrumental,positive,nrc,,JJ
1159,1160,insure,positive,nrc,,NN
1160,1161,intact,positive,nrc,,JJ
1161,1162,integrity,positive,nrc,,NN
1162,1163,intellect,positive,nrc,,NN
1163,1164,intellectual,positive,nrc,,JJ
1164,1165,intelligence,positive,nrc,,NN
1165,1166,intelligent,positive,nrc,,NN
1166,1167,intended,positive,nrc,,VBN
1167,1168,intense,positive,nrc,,NN
1168,1169,intercourse,positive,nrc,,NN
1169,1170,interest,positive,nrc,,NN
1170,1171,interested,positive,nrc,,JJ
1171,1172,interesting,positive,nrc,,VBG
1172,1173,interior,positive,nrc,,NN
1173,1174,interlocutory,positive,nrc,,NN
1174,1175,interlude,positive,nrc,,NN
1175,1176,interminable,positive,nrc,,JJ
1176,1177,intervention,positive,nrc,,NN
1177,1178,intimate,positive,nrc,,NN
1178,1179,intonation,positive,nrc,,NN
1179,1180,intrepid,positive,nrc,,NN
1180,1181,intuition,positive,nrc,,NN
1181,1182,intuitive,positive,nrc,,JJ
1182,1183,invariably,positive,nrc,,RB
1183,1184,inventive,positive,nrc,,JJ
1184,1185,inventor,positive,nrc,,NN
1185,1186,investigate,positive,nrc,,NN
1186,1187,invigorate,positive,nrc,,NN
1187,1188,invitation,positive,nrc,,NN
1188,1189,invite,positive,nrc,,NN
1189,1190,inviting,positive,nrc,,VBG
1190,1191,iron,positive,nrc,,NN
1191,1192,irreducible,positive,nrc,,JJ
1192,1193,irrefutable,positive,nrc,,JJ
1193,1194,jackpot,positive,nrc,,NN
1194,1195,jam,positive,nrc,,NN
1195,1196,jest,positive,nrc,,NN
1196,1197,job,positive,nrc,,NN
1197,1198,join,positive,nrc,,NN
1198,1199,joined,positive,nrc,,VBD
1199,1200,joker,positive,nrc,,NN
1200,1201,joking,positive,nrc,,NN
1201,1202,journalist,positive,nrc,,NN
1202,1203,journey,positive,nrc,,NN
1203,1204,jovial,positive,nrc,,NN
1204,1205,joy,positive,nrc,,NN
1205,1206,joyful,positive,nrc,,NN
1206,1207,joyous,positive,nrc,,JJ
1207,1208,jubilant,positive,nrc,,NN
1208,1209,jubilee,positive,nrc,,NN
1209,1210,judicial,positive,nrc,,NN
1210,1211,judicious,positive,nrc,,JJ
1211,1212,jump,positive,nrc,,NN
1212,1213,justice,positive,nrc,,NN
1213,1214,justifiable,positive,nrc,,JJ
1214,1215,justification,positive,nrc,,NN
1215,1216,keepsake,positive,nrc,,VB
1216,1217,ken,positive,nrc,,VB
1217,1218,keynote,positive,nrc,,NN
1218,1219,keystone,positive,nrc,,NN
1219,1220,kind,positive,nrc,,NN
1220,1221,kindness,positive,nrc,,NN
1221,1222,kindred,positive,nrc,,VBN
1222,1223,king,positive,nrc,,NN
1223,1224,kiss,positive,nrc,,NN
1224,1225,kitten,positive,nrc,,VB
1225,1226,knack,positive,nrc,,NN
1226,1227,knight,positive,nrc,,NN
1227,1228,knowing,positive,nrc,,VBG
1228,1229,knowledge,positive,nrc,,NN
1229,1230,kudos,positive,nrc,,NN
1230,1231,labor,positive,nrc,,NN
1231,1232,lace,positive,nrc,,NN
1232,1233,lamb,positive,nrc,,NN
1233,1234,land,positive,nrc,,NN
1234,1235,landed,positive,nrc,,VBD
1235,1236,laser,positive,nrc,,NN
1236,1237,laudable,positive,nrc,,JJ
1237,1238,laugh,positive,nrc,,NN
1238,1239,laughing,positive,nrc,,VBG
1239,1240,laughter,positive,nrc,,NN
1240,1241,launch,positive,nrc,,NN
1241,1242,laureate,positive,nrc,,NN
1242,1243,laurel,positive,nrc,,NN
1243,1244,laurels,positive,nrc,,NNS
1244,1245,lavish,positive,nrc,,JJ
1245,1246,lawful,positive,nrc,,JJ
1246,1247,lead,positive,nrc,,NN
1247,1248,leader,positive,nrc,,NN
1248,1249,league,positive,nrc,,NN
1249,1250,learn,positive,nrc,,NN
1250,1251,learning,positive,nrc,,VBG
1251,1252,lecturer,positive,nrc,,NN
1252,1253,leeway,positive,nrc,,NN
1253,1254,legal,positive,nrc,,JJ
1254,1255,legalized,positive,nrc,,VBN
1255,1256,legendary,positive,nrc,,JJ
1256,1257,legibility,positive,nrc,,NN
1257,1258,legible,positive,nrc,,JJ
1258,1259,leisure,positive,nrc,,NN
1259,1260,leisurely,positive,nrc,,RB
1260,1261,lemma,positive,nrc,,NN
1261,1262,lenient,positive,nrc,,NN
1262,1263,lesson,positive,nrc,,NN
1263,1264,lettered,positive,nrc,,VBN
1264,1265,level,positive,nrc,,NN
1265,1266,leverage,positive,nrc,,NN
1266,1267,liberal,positive,nrc,,JJ
1267,1268,liberate,positive,nrc,,NN
1268,1269,liberation,positive,nrc,,NN
1269,1270,liberty,positive,nrc,,NN
1270,1271,library,positive,nrc,,NN
1271,1272,lifeblood,positive,nrc,,NN
1272,1273,lighthouse,positive,nrc,,NN
1273,1274,liking,positive,nrc,,VBG
1274,1275,linguist,positive,nrc,,NN
1275,1276,lion,positive,nrc,,NN
1276,1277,lithe,positive,nrc,,NN
1277,1278,logical,positive,nrc,,JJ
1278,1279,longevity,positive,nrc,,NN
1279,1280,lord,positive,nrc,,NN
1280,1281,lordship,positive,nrc,,NN
1281,1282,lovable,positive,nrc,,JJ
1282,1283,love,positive,nrc,,NN
1283,1284,lovely,positive,nrc,,RB
1284,1285,lovemaking,positive,nrc,,VBG
1285,1286,lover,positive,nrc,,NN
1286,1287,loving,positive,nrc,,VBG
1287,1288,loyal,positive,nrc,,NN
1288,1289,loyalty,positive,nrc,,NN
1289,1290,luck,positive,nrc,,NN
1290,1291,lucky,positive,nrc,,JJ
1291,1292,luscious,positive,nrc,,JJ
1292,1293,luster,positive,nrc,,NN
1293,1294,lustrous,positive,nrc,,JJ
1294,1295,luxuriant,positive,nrc,,NN
1295,1296,luxurious,positive,nrc,,JJ
1296,1297,luxury,positive,nrc,,NN
1297,1298,lyre,positive,nrc,,NN
1298,1299,lyrical,positive,nrc,,JJ
1299,1300,magical,positive,nrc,,JJ
1300,1301,magnet,positive,nrc,,NN
1301,1302,magnetism,positive,nrc,,NN
1302,1303,magnetite,positive,nrc,,NN
1303,1304,magnificence,positive,nrc,,NN
1304,1305,magnificent,positive,nrc,,NN
1305,1306,maiden,positive,nrc,,NN
1306,1307,main,positive,nrc,,JJ
1307,1308,mainstay,positive,nrc,,NN
1308,1309,majestic,positive,nrc,,JJ
1309,1310,majesty,positive,nrc,,NN
1310,1311,major,positive,nrc,,JJ
1311,1312,majority,positive,nrc,,NN
1312,1313,manage,positive,nrc,,NN
1313,1314,management,positive,nrc,,NN
1314,1315,mandarin,positive,nrc,,NN
1315,1316,manhood,positive,nrc,,NN
1316,1317,manifested,positive,nrc,,VBN
1317,1318,manly,positive,nrc,,RB
1318,1319,manna,positive,nrc,,NN
1319,1320,mannered,positive,nrc,,VBN
1320,1321,manners,positive,nrc,,NNS
1321,1322,manufacturer,positive,nrc,,NN
1322,1323,march,positive,nrc,,NN
1323,1324,marked,positive,nrc,,NNS
1324,1325,marketable,positive,nrc,,JJ
1325,1326,marquis,positive,nrc,,NN
1326,1327,marriage,positive,nrc,,NN
1327,1328,marrow,positive,nrc,,NN
1328,1329,marry,positive,nrc,,NN
1329,1330,marshal,positive,nrc,,NN
1330,1331,marvel,positive,nrc,,NN
1331,1332,marvelous,positive,nrc,,JJ
1332,1333,marvelously,positive,nrc,,RB
1333,1334,masculine,positive,nrc,,NN
1334,1335,massage,positive,nrc,,NN
1335,1336,master,positive,nrc,,NN
1336,1337,masterpiece,positive,nrc,,NN
1337,1338,mastery,positive,nrc,,NN
1338,1339,mate,positive,nrc,,NN
1339,1340,maternal,positive,nrc,,NN
1340,1341,matrimony,positive,nrc,,NN
1341,1342,matron,positive,nrc,,NN
1342,1343,maximum,positive,nrc,,NN
1343,1344,mayor,positive,nrc,,NN
1344,1345,meadow,positive,nrc,,NN
1345,1346,measured,positive,nrc,,VBN
1346,1347,medal,positive,nrc,,NN
1347,1348,mediate,positive,nrc,,NN
1348,1349,mediation,positive,nrc,,NN
1349,1350,mediator,positive,nrc,,NN
1350,1351,medical,positive,nrc,,JJ
1351,1352,meditate,positive,nrc,,NN
1352,1353,mediterranean,positive,nrc,,NN
1353,1354,medley,positive,nrc,,NN
1354,1355,memento,positive,nrc,,NN
1355,1356,memorable,positive,nrc,,JJ
1356,1357,mending,positive,nrc,,VBG
1357,1358,menses,positive,nrc,,NNS
1358,1359,mentor,positive,nrc,,NN
1359,1360,merciful,positive,nrc,,NN
1360,1361,mercy,positive,nrc,,NN
1361,1362,merge,positive,nrc,,NN
1362,1363,merit,positive,nrc,,NN
1363,1364,meritorious,positive,nrc,,JJ
1364,1365,merriment,positive,nrc,,NN
1365,1366,merry,positive,nrc,,NN
1366,1367,metropolitan,positive,nrc,,NN
1367,1368,mettle,positive,nrc,,NN
1368,1369,microscopy,positive,nrc,,NN
1369,1370,midwife,positive,nrc,,NN
1370,1371,midwifery,positive,nrc,,NN
1371,1372,mighty,positive,nrc,,NN
1372,1373,mime,positive,nrc,,NN
1373,1374,mindful,positive,nrc,,NN
1374,1375,mindfulness,positive,nrc,,NN
1375,1376,ministry,positive,nrc,,NN
1376,1377,miracle,positive,nrc,,NN
1377,1378,miraculous,positive,nrc,,JJ
1378,1379,mirth,positive,nrc,,NN
1379,1380,missionary,positive,nrc,,JJ
1380,1381,model,positive,nrc,,NN
1381,1382,moderate,positive,nrc,,NN
1382,1383,moderator,positive,nrc,,NN
1383,1384,modest,positive,nrc,,JJ
1384,1385,modesty,positive,nrc,,NN
1385,1386,momentum,positive,nrc,,NN
1386,1387,monetary,positive,nrc,,JJ
1387,1388,money,positive,nrc,,NN
1388,1389,monk,positive,nrc,,NN
1389,1390,monument,positive,nrc,,NN
1390,1391,moral,positive,nrc,,JJ
1391,1392,morality,positive,nrc,,NN
1392,1393,morals,positive,nrc,,NNS
1393,1394,mortar,positive,nrc,,NN
1394,1395,mother,positive,nrc,,NN
1395,1396,motherhood,positive,nrc,,NN
1396,1397,motive,positive,nrc,,NN
1397,1398,movable,positive,nrc,,JJ
1398,1399,mover,positive,nrc,,NN
1399,1400,mug,positive,nrc,,NN
1400,1401,muscular,positive,nrc,,NN
1401,1402,music,positive,nrc,,NN
1402,1403,musical,positive,nrc,,JJ
1403,1404,mutable,positive,nrc,,JJ
1404,1405,mutual,positive,nrc,,JJ
1405,1406,nap,positive,nrc,,NN
